respondent_id,industry,region,exec_level,viz_tool,cynefin_domain,data_type,data_trust,data_quality_score,viz_clarity_score,decision_confidence,decision_speed_score,collaboration_score,cognitive_load_score,d3m_adoption_score,big_data_readiness,years_using_viz,pct_decisions_datadriven,monthly_data_gb,num_dashboards,viz_effective
R0400,IT/Software,Chitwan,General Manager,Excel Charts,Complicated,Semi-structured,Medium,7,9,2.0,2,6,1,4,7,2,50,2.3,18,0
R0401,Banking,Kathmandu,Department Head,Python/Matplotlib,Complicated,Multi-structured,High,1,7,10.0,7,9,2,4,3,16,49,11.2,28,0
R0402,IT/Software,Biratnagar,CEO,Excel Charts,Simple,Structured,Medium,6,10,9.0,10,10,1,9,3,5,42,36.5,3,1
R0403,Retail,Pokhara,Department Head,Tableau,Complex,Semi-structured,Medium,8,6,1.0,3,8,1,6,1,16,3,57.5,2,0
R0404,IT/Software,Kathmandu,General Manager,No Tool,Complicated,Structured,Medium,5,8,8.0,3,8,1,10,4,2,74,56.6,4,0
R0405,Consulting,Pokhara,General Manager,Tableau,Complex,Unstructured,Medium,2,3,10.0,8,5,6,10,10,4,42,7.4,21,0
R0406,Education,Pokhara,Department Head,Excel Charts,Complex,Structured,Medium,6,3,3.0,3,9,10,5,9,11,70,10.9,27,0
R0407,Education,Pokhara,CFO,No Tool,Simple,Structured,Medium,9,10,6.0,3,8,5,3,7,7,88,15.0,3,1
R0408,Consulting,Lalitpur,CFO,Python/Matplotlib,Complex,Structured,Low,3,4,9.0,10,8,4,2,10,18,94,22.1,29,0
R0409,Retail,Kathmandu,Department Head,Excel Charts,Simple,Unstructured,Low,9,6,7.0,6,9,10,7,5,18,50,9.1,14,1
R0410,IT/Software,Lalitpur,CEO,Excel Charts,Complex,Semi-structured,High,5,6,7.0,3,3,10,10,9,11,46,89.8,2,0
R0411,Education,Biratnagar,COO,Python/Matplotlib,Simple,Structured,High,1,9,6.0,9,3,9,10,9,17,52,40.8,13,0
R0412,Retail,Biratnagar,Department Head,Tableau,Complex,Multi-structured,High,4,10,3.0,2,7,6,5,8,3,34,51.4,9,0
R0413,IT/Software,Pokhara,CFO,Python/Matplotlib,Complicated,Unstructured,Medium,2,8,8.0,10,9,4,5,6,6,29,6.0,26,0
R0414,Consulting,Chitwan,COO,Tableau,Complex,Structured,High,5,10,3.0,7,7,6,5,8,16,11,6.8,10,0
R0415,Healthcare,Biratnagar,CFO,No Tool,Complex,Structured,Medium,5,10,6.0,3,5,6,4,6,3,68,30.4,3,0
R0416,Consulting,Pokhara,CFO,Power BI,Complex,Semi-structured,Medium,3,8,10.0,10,1,4,4,7,0,15,35.2,28,0
R0417,Banking,Biratnagar,Department Head,Power BI,Simple,Unstructured,High,9,8,7.0,8,3,8,10,8,9,1,59.2,26,1
R0418,Education,Kathmandu,CEO,Tableau,Simple,Unstructured,Medium,8,3,1.0,10,7,5,2,8,3,43,4.9,21,0
R0419,Retail,Chitwan,CFO,Python/Matplotlib,Chaotic,Unstructured,Low,10,4,10.0,3,7,9,9,9,10,46,19.4,2,0
R0420,Consulting,Biratnagar,CEO,Power BI,Complicated,Structured,Medium,6,3,8.0,7,4,4,2,8,11,97,48.4,21,0
R0421,Retail,Chitwan,COO,No Tool,Complex,Structured,Medium,8,8,6.0,5,5,8,2,6,7,51,82.7,13,1
R0422,Banking,Biratnagar,General Manager,Python/Matplotlib,Complex,Structured,High,3,6,1.0,7,7,7,8,3,16,11,35.9,29,0
R0423,Healthcare,Chitwan,COO,Excel Charts,Complex,Structured,Medium,1,7,10.0,2,4,7,4,3,14,36,9.6,17,0
R0424,Education,Kathmandu,CFO,Tableau,Simple,Semi-structured,High,6,10,6.0,6,10,9,2,10,9,99,3.9,25,1
R0425,Retail,Lalitpur,CFO,No Tool,Complex,Multi-structured,High,10,7,6.0,1,9,2,8,5,14,45,44.3,7,1
R0426,Retail,Biratnagar,CEO,Power BI,Complex,Structured,Medium,1,1,9.0,4,6,2,7,2,14,75,20.0,8,0
R0427,Retail,Lalitpur,Department Head,Excel Charts,Complicated,Semi-structured,Low,9,9,6.0,4,2,8,8,4,0,34,18.2,27,1
R0428,IT/Software,Kathmandu,COO,No Tool,Complex,Structured,High,2,3,6.0,7,8,2,10,1,16,15,21.7,6,0
R0429,EDUCATION,Chitwan,CEO,Python/Matplotlib,Complex,Structured,Low,6,4,6.0,4,8,8,3,1,10,91,19.0,26,0
R0430,IT/Software,Kathmandu,COO,No Tool,Complex,Structured,High,6,5,1.0,9,4,6,3,10,5,25,63.6,15,0
R0431,Banking,Chitwan,CFO,Excel Charts,Complicated,Unstructured,High,4,1,6.0,4,7,2,7,1,12,42,2.3,20,0
R0432,Retail,Biratnagar,CFO,Python/Matplotlib,Chaotic,Multi-structured,Medium,7,6,7.0,9,3,7,8,4,3,52,52.0,19,1
R0433,Retail,Kathmandu,General Manager,Python/Matplotlib,Complex,Structured,Low,5,9,2.0,9,2,10,10,6,11,46,10.2,28,0
R0434,Banking,Biratnagar,CEO,Power BI,Simple,Structured,Low,9,2,6.0,7,1,10,6,10,16,99,92.1,16,0
R0435,Retail,Kathmandu,Department Head,Python/Matplotlib,Complex,Unstructured,Low,1,7,3.0,3,4,9,6,2,15,77,5.2,2,0
R0436,Banking,Pokhara,General Manager,Excel Charts,Complicated,Structured,Low,8,2,,3,1,10,7,10,5,69,118.7,7,0
R0437,Retail,Biratnagar,General Manager,Excel Charts,Complicated,Unstructured,Low,7,10,1.0,3,10,6,6,8,9,86,67.8,13,0
R0438,Banking,Chitwan,General Manager,Excel Charts,Complicated,Semi-structured,High,8,3,2.0,4,9,4,4,8,2,57,9999.0,4,0
R0439,Consulting,Pokhara,Department Head,Python/Matplotlib,Complex,Structured,Low,8,1,4.0,6,3,10,2,1,6,73,2.4,27,0
R0440,IT/Software,Kathmandu,Department Head,Tableau,Simple,Semi-structured,Medium,1,2,1.0,3,1,5,2,10,13,13,185.3,13,0
R0441,Banking,Chitwan,Department Head,Excel Charts,Complex,Structured,Low,7,9,1.0,5,9,1,10,1,13,62,173.8,14,0
R0442,IT/Software,Pokhara,General Manager,No Tool,Complex,Structured,High,7,4,8.0,1,9,8,3,5,16,68,8.1,19,0
R0443,Healthcare,Biratnagar,CEO,Excel Charts,Complicated,Structured,Low,6,1,6.0,7,10,10,10,3,14,68,33.4,14,0
R0444,IT/Software,Lalitpur,General Manager,Python/Matplotlib,Chaotic,Semi-structured,Medium,4,6,4.0,5,2,2,10,2,3,53,22.4,16,0
R0445,IT/Software,Biratnagar,Department Head,Python/Matplotlib,Simple,Unstructured,Medium,4,5,10.0,2,6,6,2,9,12,18,10.9,12,0
R0446,Consulting,Chitwan,CFO,Python/Matplotlib,Simple,Structured,Medium,4,4,2.0,2,10,1,5,4,1,66,37.9,0,0
R0447,Healthcare,Kathmandu,COO,Python/Matplotlib,Complex,Structured,Medium,7,6,8.0,3,8,5,9,10,18,33,90.4,1,1
R0448,Banking,Chitwan,CFO,No Tool,Complicated,Structured,High,3,5,5.0,9,1,4,2,2,4,58,54.8,29,0
R0449,Healthcare,Pokhara,CFO,Excel Charts,Complicated,Multi-structured,Medium,5,3,3.0,9,3,7,8,4,5,18,10.5,22,0
R0450,Banking,Lalitpur,General Manager,Tableau,Simple,Structured,High,7,3,10.0,4,2,2,8,10,7,23,34.0,14,0
R0451,Retail,Biratnagar,CEO,Power BI,Complicated,Structured,Low,1,4,3.0,8,1,2,9,5,19,74,6.1,3,0
R0452,Retail,Kathmandu,CFO,Power BI,Simple,Structured,Low,8,10,4.0,10,3,3,6,4,13,53,7.6,26,0
R0453,Banking,Pokhara,COO,Power BI,Complex,Semi-structured,Low,2,2,1.0,3,3,3,5,7,16,40,111.0,12,0
R0454,Retail,Chitwan,CFO,No Tool,Simple,Semi-structured,High,4,1,2.0,7,6,1,7,7,12,24,4.3,16,0
R0455,IT/Software,Pokhara,COO,No Tool,Complicated,Semi-structured,High,5,7,,2,10,10,2,1,13,71,0.0,5,0
R0456,IT/Software,Kathmandu,COO,Python/Matplotlib,Complex,Semi-structured,Medium,9,5,7.0,7,4,6,6,9,18,19,8.7,23,0
R0457,Healthcare,Biratnagar,COO,Tableau,Complex,Structured,Medium,9,6,6.0,4,10,1,7,2,13,65,16.1,14,1
R0458,Retail,Pokhara,Department Head,Tableau,Complicated,Multi-structured,Medium,9,2,4.0,4,10,7,9,5,16,49,22.6,24,0
R0459,Banking,Lalitpur,General Manager,Excel Charts,Simple,Unstructured,Medium,3,4,10.0,6,8,9,8,7,5,84,56.5,27,0
R0460,Banking,Chitwan,Department Head,Power BI,Chaotic,Structured,High,10,8,7.0,2,9,10,1,5,15,7,46.4,13,1
R0461,Retail,Chitwan,CFO,Power BI,Simple,Structured,Medium,7,3,2.0,7,1,1,1,5,18,40,1.7,17,0
R0462,Education,Biratnagar,CFO,No Tool,Complicated,Structured,High,4,9,1.0,3,7,3,2,10,17,87,15.7,26,0
R0463,IT/Software,Chitwan,CFO,Excel Charts,Complicated,Unstructured,Medium,9,3,2.0,1,5,8,1,9,18,88,27.5,4,0
R0464,Healthcare,Biratnagar,COO,Power BI,Complex,Unstructured,High,10,5,9.0,1,9,10,3,2,4,88,35.3,25,0
R0465,Education,Chitwan,COO,Excel Charts,Complex,Semi-structured,High,4,5,4.0,4,10,9,9,4,19,66,9.7,13,0
R0466,Consulting,Pokhara,CEO,Excel Charts,Chaotic,Structured,High,4,4,2.0,6,10,1,2,3,3,32,25.8,22,0
R0467,Consulting,Chitwan,General Manager,Tableau,Chaotic,Unstructured,Medium,7,5,3.0,6,9,2,5,4,17,19,58.2,25,0
R0468,Banking,Chitwan,COO,Power BI,Complex,Structured,High,5,8,7.0,6,7,6,1,2,18,58,56.3,6,0
R0469,IT/Software,Kathmandu,COO,Power BI,Complicated,Structured,Medium,9,7,7.0,8,6,7,3,2,3,82,4.2,23,1
R0470,IT/Software,Lalitpur,CFO,No Tool,Complex,Semi-structured,Medium,7,1,9.0,7,5,7,3,5,19,77,17.4,3,0
R0471,Education,Pokhara,COO,Tableau,Chaotic,Structured,Low,7,8,6.0,5,7,2,6,4,9,44,46.3,1,1
R0472,Education,Chitwan,COO,Power BI,Complex,Multi-structured,High,2,5,3.0,7,3,9,5,10,19,91,111.4,16,0
R0473,Banking,Lalitpur,CEO,Tableau,Complex,Semi-structured,High,3,9,7.0,6,5,6,5,3,11,63,9999.0,20,0
R0474,Education,Pokhara,CEO,Tableau,Chaotic,Structured,High,5,5,10.0,9,6,1,2,8,1,42,18.6,20,0
R0475,Consulting,Pokhara,CEO,Python/Matplotlib,Complicated,Unstructured,Low,2,1,4.0,3,7,1,9,8,12,97,8.2,4,0
R0476,IT/Software,Kathmandu,CFO,No Tool,Complex,Multi-structured,Low,8,9,3.0,8,7,9,9,7,15,19,56.2,1,0
R0477,IT/Software,Biratnagar,COO,Excel Charts,Complex,Structured,Low,5,9,9.0,10,1,8,1,8,19,68,105.4,11,0
R0478,Retail,Pokhara,General Manager,No Tool,Complicated,Structured,High,6,9,5.0,3,3,7,1,1,16,87,65.8,17,0
R0479,Consulting,Lalitpur,General Manager,Excel Charts,Complex,Structured,High,10,1,10.0,6,2,8,2,10,10,24,13.0,16,0
R0480,Healthcare,Kathmandu,CFO,Excel Charts,Simple,Unstructured,Medium,10,1,9.0,6,1,6,9,10,2,40,45.3,18,0
R0481,Retail,Kathmandu,CEO,Power BI,Simple,Unstructured,High,1,9,10.0,10,8,5,6,8,5,58,1.5,12,0
R0482,Retail,Pokhara,COO,Tableau,Complex,Semi-structured,High,2,2,7.0,2,2,6,6,1,2,41,157.4,2,0
R0483,Banking,Lalitpur,Department Head,Tableau,Chaotic,Unstructured,High,10,3,9.0,2,8,9,3,8,0,48,9.3,28,0
R0484,Retail,Lalitpur,CEO,Tableau,Complicated,Unstructured,Medium,7,5,3.0,3,1,1,1,2,14,21,58.6,24,0
R0485,Healthcare,Pokhara,COO,Power BI,Complicated,Structured,Medium,1,10,8.0,8,1,8,6,6,19,87,42.1,16,0
R0486,Banking,Chitwan,CEO,Power BI,Complicated,Multi-structured,Low,2,6,3.0,4,9,1,1,2,2,40,11.7,7,0
R0487,Banking,Lalitpur,CEO,Python/Matplotlib,Chaotic,Unstructured,Medium,2,7,6.0,9,5,1,7,10,16,50,36.9,24,0
R0488,Consulting,Kathmandu,Department Head,No Tool,Complicated,Semi-structured,Medium,8,6,,4,2,7,4,4,12,56,46.0,11,0
R0489,IT/Software,Biratnagar,COO,No Tool,Complex,Unstructured,Low,6,2,,8,8,7,8,1,4,42,52.2,25,0
R0490,Education,Pokhara,Department Head,Excel Charts,Complex,Unstructured,Low,8,4,4.0,7,6,8,6,10,4,0,13.3,1,0
R0491,Banking,Pokhara,General Manager,Tableau,Complicated,Structured,Medium,4,2,,9,5,9,10,1,14,49,100.6,8,0
R0492,IT/Software,Kathmandu,COO,Tableau,Chaotic,Semi-structured,Medium,5,6,,1,5,7,5,4,15,52,95.4,5,0
R0493,IT/Software,Pokhara,CEO,Excel Charts,Complicated,Structured,High,2,4,3.0,2,3,9,8,10,16,52,14.5,12,0
R0494,IT/Software,Chitwan,Department Head,Excel Charts,Complex,Structured,Medium,7,8,1.0,5,10,5,6,9,9,30,1.6,8,0
R0495,Banking,Biratnagar,General Manager,No Tool,Complicated,Unstructured,High,2,7,4.0,9,8,8,7,1,13,86,61.9,19,0
R0496,Banking,Pokhara,CEO,Excel Charts,Complicated,Semi-structured,Medium,9,5,4.0,10,6,10,3,10,2,20,22.1,19,0
R0497,Retail,Chitwan,CFO,Excel Charts,Complex,Structured,High,4,3,7.0,4,5,10,4,7,7,85,114.6,15,0
R0498,Consulting,Kathmandu,COO,Excel Charts,Complicated,Structured,High,4,3,5.0,6,2,9,5,5,7,71,15.9,1,0
R0499,Education,Kathmandu,CFO,Excel Charts,Complex,Structured,Medium,1,3,6.0,8,9,7,6,3,19,25,5.7,12,0
R0500,Banking,Chitwan,General Manager,Tableau,Chaotic,Structured,High,5,2,9.0,3,8,3,7,7,7,69,16.7,7,0
R0501,IT/Software,Lalitpur,General Manager,Power BI,Complicated,Structured,Low,8,3,5.0,4,6,5,6,7,10,38,2.2,22,0
R0502,Education,Kathmandu,CEO,No Tool,Complicated,Unstructured,Low,9,10,9.0,9,5,1,7,6,6,86,48.8,14,1
R0503,RETAIL,Chitwan,General Manager,Python/Matplotlib,Simple,Structured,Medium,7,5,1.0,6,9,1,1,3,7,64,22.9,3,0
R0504,Consulting,Chitwan,CFO,Excel Charts,Complicated,Semi-structured,High,2,5,3.0,5,1,9,10,8,14,20,3.7,22,0
R0505,IT/Software,Kathmandu,CEO,Power BI,Complex,Multi-structured,Medium,1,2,2.0,6,7,9,9,4,4,81,9.0,27,0
R0506,Healthcare,Pokhara,CEO,No Tool,Simple,Structured,Medium,9,5,2.0,7,4,4,1,2,0,23,21.1,29,0
R0507,Consulting,Biratnagar,Department Head,No Tool,Chaotic,Structured,High,2,9,7.0,4,1,3,5,10,17,53,2.7,4,0
R0508,Healthcare,Pokhara,CEO,Tableau,Simple,Structured,Medium,10,7,6.0,4,8,6,9,8,13,64,59.0,6,1
R0509,IT/SOFTWARE,Kathmandu,Department Head,No Tool,Complex,Structured,Medium,4,5,3.0,4,5,3,8,4,19,19,7.0,18,0
R0510,Healthcare,Kathmandu,Department Head,Excel Charts,Simple,Multi-structured,High,5,10,3.0,7,1,10,5,6,18,16,16.3,1,0
R0511,Healthcare,Pokhara,CEO,Python/Matplotlib,Complicated,Structured,High,8,3,10.0,4,6,1,1,2,12,76,0.3,13,0
R0512,Retail,Pokhara,CFO,Excel Charts,Complex,Structured,Medium,3,8,3.0,9,4,6,9,1,8,10,4.5,12,0
R0513,Consulting,Kathmandu,COO,Excel Charts,Complicated,Unstructured,Low,9,1,10.0,9,8,3,8,1,8,31,24.1,11,0
R0514,Education,Chitwan,COO,Excel Charts,Complex,Structured,Medium,6,8,7.0,5,7,5,9,7,5,92,33.7,15,1
R0515,Banking,Lalitpur,CFO,No Tool,Complex,Structured,Medium,10,5,7.0,5,3,8,4,6,9,92,41.2,7,0
R0516,Consulting,Biratnagar,COO,Excel Charts,Complicated,Semi-structured,High,10,9,5.0,4,9,2,7,10,7,61,29.0,21,0
R0517,Healthcare,Chitwan,General Manager,Python/Matplotlib,Simple,Structured,Medium,10,7,1.0,7,1,9,9,6,7,33,0.1,22,0
R0518,IT/Software,Pokhara,COO,Tableau,Complex,Structured,Medium,2,9,4.0,7,4,1,4,4,12,66,48.8,26,0
R0519,Consulting,Biratnagar,General Manager,Python/Matplotlib,Chaotic,Structured,High,8,9,1.0,5,2,9,9,4,3,84,39.5,28,0
R0520,Banking,Lalitpur,General Manager,Tableau,Complicated,Semi-structured,High,7,10,9.0,2,7,2,9,8,9,78,9.4,0,1
R0521,Retail,Kathmandu,General Manager,Python/Matplotlib,Simple,Semi-structured,Medium,6,3,3.0,5,3,1,6,9,0,71,19.3,8,0
R0522,Retail,Biratnagar,CEO,Python/Matplotlib,Complex,Unstructured,Medium,8,10,3.0,1,6,7,4,9,13,100,21.0,12,0
R0523,Consulting,Biratnagar,COO,No Tool,Complex,Structured,Medium,1,4,7.0,1,2,2,4,3,2,6,0.6,26,0
R0524,Education,Biratnagar,General Manager,No Tool,Complicated,Structured,Medium,8,5,8.0,3,8,7,8,1,8,62,83.5,24,0
R0525,Healthcare,Biratnagar,Department Head,Tableau,Simple,Unstructured,High,7,1,8.0,1,8,10,7,6,7,10,55.9,2,0
R0526,Banking,Biratnagar,COO,Tableau,Complicated,Unstructured,Medium,5,4,3.0,2,1,7,5,8,3,27,19.2,4,0
R0527,Banking,Lalitpur,General Manager,Python/Matplotlib,Chaotic,Structured,High,9,6,1.0,5,1,10,7,10,11,35,33.5,4,0
R0528,IT/Software,Pokhara,CFO,Tableau,Simple,Structured,High,5,2,1.0,7,8,4,9,6,0,89,38.8,5,0
R0529,Banking,Chitwan,General Manager,Excel Charts,Complex,Structured,Low,9,9,6.0,3,1,3,9,6,12,3,11.3,23,1
R0530,Retail,Biratnagar,CFO,Excel Charts,Complicated,Unstructured,Low,4,4,3.0,6,6,2,2,7,13,32,12.4,16,0
R0531,Healthcare,Pokhara,CEO,No Tool,Complex,Structured,Low,8,2,10.0,10,9,4,9,7,2,61,8.3,7,0
R0532,Healthcare,Lalitpur,CFO,No Tool,Complicated,Structured,High,3,7,2.0,5,5,4,3,9,8,47,40.7,8,0
R0533,Retail,Lalitpur,COO,Tableau,Complex,Structured,Low,6,4,7.0,5,8,1,1,2,5,21,35.7,23,0
R0534,Retail,Lalitpur,CEO,No Tool,Simple,Structured,Medium,3,4,7.0,10,6,3,3,2,19,78,19.6,6,0
R0535,Banking,Chitwan,CEO,Tableau,Complex,Semi-structured,High,6,5,3.0,10,9,2,8,4,12,32,8.9,1,0
R0536,Consulting,Lalitpur,COO,Python/Matplotlib,Chaotic,Structured,High,9,1,1.0,7,9,4,10,10,1,71,0.6,27,0
R0537,IT/Software,Kathmandu,COO,Power BI,Complicated,Structured,Low,10,2,9.0,1,3,3,9,4,19,4,28.1,14,0
R0538,Healthcare,Biratnagar,General Manager,Python/Matplotlib,Complicated,Multi-structured,Medium,2,4,9.0,5,10,9,2,4,3,85,2.6,27,0
R0539,Retail,Lalitpur,General Manager,Power BI,Complex,Structured,High,3,4,7.0,2,1,10,6,1,19,96,6.5,6,0
R0540,Retail,Kathmandu,Department Head,Power BI,Simple,Structured,High,1,4,3.0,3,3,1,3,8,13,16,30.6,0,0
R0541,IT/Software,Chitwan,CFO,No Tool,Simple,Unstructured,Medium,10,4,5.0,8,10,2,2,6,17,64,77.3,21,0
R0542,IT/Software,Chitwan,Department Head,Excel Charts,Complex,Semi-structured,Medium,10,8,5.0,3,5,9,9,4,18,14,29.3,8,0
R0543,IT/Software,Kathmandu,CFO,Tableau,Complex,Structured,High,8,9,3.0,3,8,10,8,6,19,42,22.0,13,0
R0544,Education,Chitwan,CEO,No Tool,Complex,Unstructured,High,8,8,5.0,1,6,7,9,6,1,49,12.7,27,0
R0545,Healthcare,Chitwan,CEO,Python/Matplotlib,Simple,Structured,Medium,6,9,3.0,8,10,8,4,9,12,36,9.6,16,0
R0546,Consulting,Kathmandu,General Manager,Excel Charts,Complex,Structured,High,2,1,5.0,2,9,7,4,7,13,31,9999.0,20,0
R0547,Healthcare,Biratnagar,General Manager,Excel Charts,Complex,Multi-structured,High,5,8,1.0,8,2,5,10,3,1,4,94.1,18,0
R0548,Banking,Chitwan,CFO,Tableau,Simple,Structured,Medium,8,7,8.0,7,5,2,3,9,2,42,21.4,6,1
R0549,Healthcare,Pokhara,COO,Excel Charts,Complex,Structured,Medium,2,6,,5,4,10,4,4,5,87,12.4,19,0
R0550,Banking,Lalitpur,Department Head,Excel Charts,Chaotic,Structured,High,4,1,3.0,1,7,6,10,7,12,76,17.6,15,0
R0551,Retail,Chitwan,General Manager,Power BI,Complicated,Multi-structured,High,7,5,9.0,5,1,5,4,4,14,78,218.8,22,0
R0552,IT/Software,Pokhara,Department Head,Power BI,Chaotic,Structured,High,8,5,9.0,2,10,9,2,5,18,100,20.1,7,0
R0553,Retail,Pokhara,Department Head,No Tool,Chaotic,Semi-structured,Medium,3,7,2.0,4,2,7,5,6,13,70,31.2,7,0
R0554,Education,Lalitpur,General Manager,No Tool,Complex,Unstructured,Low,6,1,7.0,7,8,10,9,1,10,15,81.5,10,0
R0555,Healthcare,Pokhara,Department Head,Python/Matplotlib,Complicated,Structured,Medium,6,1,7.0,1,10,10,6,1,15,68,69.7,16,0
R0556,IT/Software,Pokhara,COO,Excel Charts,Complicated,Structured,Medium,5,6,2.0,1,10,6,4,5,9,75,43.6,2,0
R0557,Banking,Biratnagar,CEO,No Tool,Complicated,Unstructured,Low,4,6,10.0,10,4,4,3,3,16,83,10.0,10,0
R0558,Education,Biratnagar,CEO,Python/Matplotlib,Complex,Structured,High,8,10,6.0,7,6,6,8,9,2,67,9.3,21,1
R0559,Consulting,Kathmandu,CEO,Excel Charts,Simple,Structured,High,3,9,10.0,2,6,2,4,4,16,15,21.3,21,0
R0560,Education,Chitwan,CEO,Power BI,Complex,Semi-structured,Medium,8,5,2.0,1,7,7,8,2,17,10,12.0,9,0
R0561,Education,Chitwan,COO,Power BI,Complex,Unstructured,High,1,6,7.0,5,8,6,10,2,1,6,61.7,12,0
R0562,IT/Software,Chitwan,General Manager,Python/Matplotlib,Chaotic,Structured,Medium,4,6,6.0,2,9,1,4,5,5,98,5.7,3,0
R0563,Healthcare,Biratnagar,Department Head,Power BI,Chaotic,Structured,High,3,2,2.0,6,7,4,4,6,6,63,70.3,19,0
R0564,Consulting,Lalitpur,COO,Power BI,Complicated,Structured,Medium,4,1,6.0,5,10,4,6,6,5,15,31.8,28,0
R0565,Consulting,Chitwan,COO,Power BI,Complex,Structured,Low,6,10,4.0,4,1,1,5,1,0,82,19.1,2,0
R0566,Healthcare,Lalitpur,General Manager,Python/Matplotlib,Complex,Semi-structured,High,7,2,,9,4,4,2,9,6,61,8.7,20,0
R0567,Retail,Pokhara,General Manager,Power BI,Complex,Multi-structured,Medium,8,8,3.0,10,10,1,10,7,4,78,0.7,12,0
R0568,IT/Software,Kathmandu,CEO,Tableau,Complicated,Semi-structured,Medium,6,2,4.0,6,8,2,9,2,10,38,24.7,8,0
R0569,Healthcare,Kathmandu,COO,No Tool,Simple,Structured,Medium,3,5,2.0,6,7,7,10,9,2,18,26.4,23,0
R0570,Consulting,Pokhara,General Manager,Power BI,Complex,Semi-structured,High,10,9,8.0,8,5,1,1,5,19,77,0.9,20,1
R0571,Healthcare,Chitwan,CEO,Tableau,Complicated,Structured,Medium,8,6,4.0,4,2,10,8,10,7,25,67.3,9,0
R0572,Banking,Pokhara,CFO,Python/Matplotlib,Complicated,Structured,Medium,5,4,10.0,9,9,4,3,3,18,76,14.2,4,0
R0573,Education,Lalitpur,CEO,No Tool,Complicated,Structured,Low,1,2,1.0,2,2,9,10,10,5,10,89.6,24,0
R0574,Banking,Lalitpur,Department Head,Tableau,Simple,Multi-structured,Low,2,9,2.0,8,5,10,5,1,0,91,0.6,16,0
R0575,Education,Pokhara,CEO,No Tool,Complex,Semi-structured,Medium,9,5,4.0,6,2,9,3,10,19,39,9999.0,10,0
R0576,Retail,Chitwan,Department Head,Python/Matplotlib,Simple,Structured,High,9,4,7.0,7,8,7,1,8,1,71,35.6,23,0
R0577,Retail,Pokhara,Department Head,Power BI,Simple,Multi-structured,Medium,4,7,3.0,10,9,9,4,9,18,16,48.9,15,0
R0578,Retail,Chitwan,COO,Power BI,Complex,Structured,High,2,4,6.0,9,10,3,7,2,14,29,66.7,1,0
R0579,Education,Chitwan,Department Head,No Tool,Simple,Structured,Medium,10,8,1.0,1,7,1,6,8,12,39,24.6,0,0
R0580,Consulting,Chitwan,CFO,Python/Matplotlib,Complex,Semi-structured,Medium,7,10,1.0,4,6,10,10,4,4,83,8.2,17,0
R0581,Healthcare,Biratnagar,General Manager,Excel Charts,Complicated,Semi-structured,Medium,3,10,7.0,10,8,5,3,9,3,70,36.1,18,0
R0582,IT/Software,Kathmandu,General Manager,Power BI,Complicated,Semi-structured,Medium,4,10,3.0,5,4,4,7,4,12,59,11.8,28,0
R0583,Healthcare,Chitwan,CFO,Python/Matplotlib,Complex,Structured,Medium,3,8,5.0,4,6,10,4,6,19,95,21.4,6,0
R0584,IT/Software,Chitwan,CFO,Python/Matplotlib,Complex,Structured,High,3,1,6.0,6,7,3,10,10,18,7,38.4,4,0
R0585,Healthcare,Lalitpur,CEO,Excel Charts,Chaotic,Structured,Medium,8,6,,4,8,4,1,8,5,25,27.1,13,0
R0586,Consulting,Kathmandu,CFO,Tableau,Chaotic,Semi-structured,High,9,2,7.0,3,3,5,5,3,12,82,48.2,10,0
R0587,Education,Biratnagar,Department Head,No Tool,Complicated,Structured,Low,9,3,9.0,9,10,9,9,4,11,1,108.2,20,0
R0588,Consulting,Kathmandu,CFO,Tableau,Complicated,Structured,Low,7,10,4.0,9,8,3,4,1,19,54,105.1,5,0
R0589,Retail,Kathmandu,COO,Power BI,Complex,Semi-structured,Medium,3,1,,10,1,9,10,9,9,48,109.4,19,0
R0590,Education,Chitwan,CFO,Python/Matplotlib,Simple,Structured,High,9,9,9.0,8,4,9,3,1,17,35,14.3,24,1
R0591,Consulting,Kathmandu,General Manager,Python/Matplotlib,Complex,Multi-structured,Low,10,7,8.0,10,2,9,4,3,14,4,71.8,29,1
R0592,Consulting,Lalitpur,CFO,Python/Matplotlib,Simple,Unstructured,Medium,1,10,5.0,10,6,2,10,8,5,24,65.4,6,0
R0593,Banking,Kathmandu,CEO,No Tool,Complicated,Multi-structured,High,7,4,5.0,9,4,3,9,5,7,81,36.6,2,0
R0594,Banking,Pokhara,CFO,Power BI,Complex,Structured,High,2,7,10.0,4,2,8,10,5,13,79,6.4,8,0
R0595,Retail,Kathmandu,Department Head,Python/Matplotlib,Complex,Semi-structured,High,3,6,5.0,1,8,9,4,7,0,12,25.9,12,0
R0596,IT/Software,Biratnagar,Department Head,No Tool,Complicated,Multi-structured,Medium,5,6,10.0,5,10,10,4,6,16,12,52.5,8,0
R0597,Banking,Chitwan,Department Head,Tableau,Chaotic,Unstructured,Medium,1,8,10.0,8,7,6,7,6,5,47,4.1,22,0
R0598,IT/Software,Lalitpur,CFO,No Tool,Simple,Structured,Low,10,8,7.0,3,8,6,10,7,5,34,3.5,1,1
R0599,Consulting,Lalitpur,CFO,Power BI,Complicated,Unstructured,Medium,4,4,2.0,6,2,10,10,10,3,4,8.3,3,0
R0600,IT/Software,Biratnagar,COO,Python/Matplotlib,Complex,Semi-structured,High,9,6,5.0,5,4,8,1,7,14,11,19.8,22,0
